# Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
682795	Granulicella mallensis MP5ACTX8	no rank	root,cellular organisms,Bacteria,Fibrobacteres/Acidobacteria group,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella mallensis,Granulicella mallensis MP5ACTX8	1,131567,2,131550,57723,204432,204433,204434,940557,940614,682795
1423747	Lactobacillus fuchuensis DSM 14340 = JCM 11249	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus fuchuensis,Lactobacillus fuchuensis DSM 14340 = JCM 11249	1,131567,2,1239,91061,186826,33958,1578,164393,1423747
1321773	Atopobium sp. oral taxon 810 str. F0209	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Coriobacteridae,Coriobacteriales,Coriobacterineae,Coriobacteriaceae,Atopobium,Atopobium sp. oral taxon 810,Atopobium sp. oral taxon 810 str. F0209	1,131567,2,201174,1760,84998,84999,255727,84107,1380,712158,1321773
1321774	Leptotrichia sp. oral taxon 225 str. F0581	no rank	root,cellular organisms,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia sp. oral taxon 225,Leptotrichia sp. oral taxon 225 str. F0581	1,131567,2,32066,203490,203491,1129771,32067,671213,1321774
1069533	Streptococcus infantarius subsp. infantarius CJ18	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantarius,Streptococcus infantarius subsp. infantarius,Streptococcus infantarius subsp. infantarius CJ18	1,131567,2,1239,91061,186826,1300,1301,102684,150054,1069533
1235800	Lachnospiraceae bacterium 10-1	species	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,Lachnospiraceae bacterium 10-1	1,131567,2,1239,186801,186802,186803,186928,1235800
1166130	Enterobacter sp. R4-368	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter sp. R4-368	1,131567,2,1224,1236,91347,543,547,1166130
1321779	Leptotrichia sp. oral taxon 215 str. W9775	no rank	root,cellular organisms,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia sp. oral taxon 215,Leptotrichia sp. oral taxon 215 str. W9775	1,131567,2,32066,203490,203491,1129771,32067,712359,1321779
1321781	Mitsuokella sp. oral taxon 131 str. W9106	no rank	root,cellular organisms,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Mitsuokella,Mitsuokella sp. oral taxon 131,Mitsuokella sp. oral taxon 131 str. W9106	1,131567,2,1239,909932,909929,31977,52225,1321780,1321781
420662	Methylibium petroleiphilum PM1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified Burkholderiales,Burkholderiales Genera incertae sedis,Methylibium,Methylibium petroleiphilum,Methylibium petroleiphilum PM1	1,131567,2,1224,28216,80840,119065,224471,316612,105560,420662
1157943	Mycobacterium sp. 155	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. 155	1,131567,2,201174,1760,85003,2037,85007,1762,1763,1157943
1321784	Peptostreptococcaceae bacterium oral taxon 113 str. W5053	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,unclassified Peptostreptococcaceae,Peptostreptococcaceae bacterium oral taxon 113,Peptostreptococcaceae bacterium oral taxon 113 str. W5053	1,131567,2,1239,186801,186802,186804,200630,1321783,1321784
10036	Mesocricetus auratus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciurognathi,Muroidea,Cricetidae,Cricetinae,Mesocricetus,Mesocricetus auratus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314146,314147,9989,33553,337687,337677,10026,10035,10036
1321786	Selenomonas sp. oral taxon 892 str. F0426	no rank	root,cellular organisms,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,Selenomonas sp. oral taxon 892,Selenomonas sp. oral taxon 892 str. F0426	1,131567,2,1239,909932,909929,31977,970,1321785,1321786
675806	Vibrio mimicus MB451	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio mimicus,Vibrio mimicus MB451	1,131567,2,1224,1236,135623,641,662,674,675806
1120959	Agromyces italicus DSM 16388	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Microbacteriaceae,Agromyces,Agromyces italicus,Agromyces italicus DSM 16388	1,131567,2,201174,1760,85003,2037,85006,85023,33877,279572,1120959
2880	Ectocarpus siliculosus	species	root,cellular organisms,Eukaryota,Stramenopiles,PX clade,Phaeophyceae,Ectocarpales,Ectocarpaceae,Ectocarpus,Ectocarpus siliculosus	1,131567,2759,33634,569578,2870,2877,2878,2879,2880
1026882	Methylophaga aminisulfidivorans MP	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga aminisulfidivorans,Methylophaga aminisulfidivorans MP	1,131567,2,1224,1236,72273,135616,40222,230105,1026882
1188240	Mycoplasma yeatsii 13926	no rank	root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma yeatsii,Mycoplasma yeatsii 13926	1,131567,2,544448,31969,2085,2092,2093,51365,1188240
438753	Azorhizobium caulinodans ORS 571	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Azorhizobium,Azorhizobium caulinodans,Azorhizobium caulinodans ORS 571	1,131567,2,1224,28211,356,335928,6,7,438753
743974	Moraxella bovoculi 237	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella,Moraxella bovoculi,Moraxella bovoculi 237	1,131567,2,1224,1236,72274,468,475,46225,386891,743974
1117379	Bacillus bataviensis LMG 21833	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus bataviensis,Bacillus bataviensis LMG 21833	1,131567,2,1239,91061,1385,186817,1386,220685,1117379
494416	Psychrobacter sp. TB15	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp. TB15	1,131567,2,1224,1236,72274,468,497,494416
699218	Megasphaera genomosp. type_1 str. 28L	no rank	root,cellular organisms,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,Megasphaera genomosp. type_1,Megasphaera genomosp. type_1 str. 28L	1,131567,2,1239,909932,909929,31977,906,699192,699218
379731	Pseudomonas stutzeri A1501	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri group,Pseudomonas stutzeri subgroup,Pseudomonas stutzeri,Pseudomonas stutzeri A1501	1,131567,2,1224,1236,72274,135621,286,136846,578833,316,379731
1321814	Eubacterium brachy ATCC 33089	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium brachy,Eubacterium brachy ATCC 33089	1,131567,2,1239,186801,186802,186806,1730,35517,1321814
2903	Emiliania huxleyi	species	root,cellular organisms,Eukaryota,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi	1,131567,2759,2830,73020,418966,2902,2903
1182553	Cladophialophora psammophila	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora psammophila	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451870,34395,43219,82105,1182553
1492922	Gammaproteobacteria bacterium MFB021	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified Gammaproteobacteria,unclassified Gammaproteobacteria (miscellaneous),Gammaproteobacteria bacterium MFB021	1,131567,2,1224,1236,118884,33811,1492922
76636	Mycetocola saprophilus	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Microbacteriaceae,Mycetocola,Mycetocola saprophilus	1,131567,2,201174,1760,85003,2037,85006,85023,76634,76636
767434	Frateuria aurantia DSM 6220	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Frateuria,Frateuria aurantia,Frateuria aurantia DSM 6220	1,131567,2,1224,1236,135614,32033,70411,81475,767434
633697	[Eubacterium] cellulosolvens 6	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,[Eubacterium] cellulosolvens,[Eubacterium] cellulosolvens 6	1,131567,2,1239,186801,186802,186806,1730,29322,633697
697329	Ruminococcus albus 7 = DSM 20455	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus albus,Ruminococcus albus 7 = DSM 20455	1,131567,2,1239,186801,186802,541000,1263,1264,697329
1002340	Phaeobacter gallaeciensis ANG1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter gallaeciensis,Phaeobacter gallaeciensis ANG1	1,131567,2,1224,28211,204455,31989,302485,60890,1002340
1444711	Chlamydia sp. 'Diamant'	species	root,cellular organisms,Bacteria,Chlamydiae/Verrucomicrobia group,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia/Chlamydophila group,Chlamydia,Chlamydia sp. 'Diamant'	1,131567,2,51290,204428,204429,51291,809,1113537,810,1444711
1444712	Chlamydia sp. 'Rubis'	species	root,cellular organisms,Bacteria,Chlamydiae/Verrucomicrobia group,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia/Chlamydophila group,Chlamydia,Chlamydia sp. 'Rubis'	1,131567,2,51290,204428,204429,51291,809,1113537,810,1444712
984892	Staphylococcus pseudintermedius ED99	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus pseudintermedius,Staphylococcus pseudintermedius ED99	1,131567,2,1239,91061,1385,90964,1279,283734,984892
504472	Spirosoma linguale DSM 74	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma linguale,Spirosoma linguale DSM 74	1,131567,2,68336,976,768503,768507,89373,107,108,504472
551789	Ponticaulis koreensis DSM 19734	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Ponticaulis,Ponticaulis koreensis,Ponticaulis koreensis DSM 19734	1,131567,2,1224,28211,204455,69657,1123044,1123045,551789
699246	Clostridiales genomosp. BVAB3 str. UPII9-5	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales (miscellaneous),Clostridiales genomosp. BVAB3,Clostridiales genomosp. BVAB3 str. UPII9-5	1,131567,2,1239,186801,186802,186813,39779,699245,699246
1215343	Liberibacter crescens BT-1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Candidatus Liberibacter,Liberibacter crescens,Liberibacter crescens BT-1	1,131567,2,1224,28211,356,82115,34019,1273132,1215343
265072	Methylobacillus flagellatus KT	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylobacillus,Methylobacillus flagellatus,Methylobacillus flagellatus KT	1,131567,2,1224,28216,206350,32011,404,405,265072
314225	Erythrobacter litoralis HTCC2594	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter litoralis,Erythrobacter litoralis HTCC2594	1,131567,2,1224,28211,204457,335929,1041,39960,314225
1395571	Pseudomonas taeanensis MS-3	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas taeanensis,Pseudomonas taeanensis MS-3	1,131567,2,1224,1236,72274,135621,286,574962,1395571
1177154	Alcanivorax sp. 19-m-6	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax sp. 19-m-6	1,131567,2,1224,1236,135619,224372,59753,1177154
314230	Blastopirellula marina DSM 3645	no rank	root,cellular organisms,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Blastopirellula,Blastopirellula marina,Blastopirellula marina DSM 3645	1,131567,2,203682,203683,112,126,265487,124,314230
35703	Citrobacter amalonaticus	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,Citrobacter amalonaticus	1,131567,2,1224,1236,91347,543,544,35703
314232	Loktanella vestfoldensis SKA53	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,Loktanella vestfoldensis,Loktanella vestfoldensis SKA53	1,131567,2,1224,28211,204455,31989,245186,245188,314232
1223545	Gordonia soli NBRC 108243	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Gordoniaceae,Gordonia,Gordonia soli,Gordonia soli NBRC 108243	1,131567,2,201174,1760,85003,2037,85007,85026,2053,320799,1223545
1235755	Salinicoccus carnicancri Crm	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,Salinicoccus carnicancri,Salinicoccus carnicancri Crm	1,131567,2,1239,91061,1385,90964,45669,558170,1235755
945021	Tetragenococcus halophilus NBRC 12172	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus halophilus,Tetragenococcus halophilus NBRC 12172	1,131567,2,1239,91061,186826,81852,51668,51669,945021
1182590	Pseudomonas pseudoalcaligenes CECT 5344	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa group,Pseudomonas oleovorans/pseudoalcaligenes group,Pseudomonas pseudoalcaligenes,Pseudomonas pseudoalcaligenes CECT 5344	1,131567,2,1224,1236,72274,135621,286,136841,1232139,330,1182590
1002367	Prevotella stercorea DSM 18206	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella stercorea,Prevotella stercorea DSM 18206	1,131567,2,68336,976,200643,171549,171552,838,363265,1002367
93057	Prochlorococcus marinus str. MIT 9201	no rank	root,cellular organisms,Bacteria,Cyanobacteria,Prochlorales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus,Prochlorococcus marinus str. MIT 9201	1,131567,2,1117,1212,1217,1218,1219,93057
93059	Prochlorococcus marinus str. MIT 9211	no rank	root,cellular organisms,Bacteria,Cyanobacteria,Prochlorales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus,Prochlorococcus marinus str. MIT 9211	1,131567,2,1117,1212,1217,1218,1219,93059
93060	Prochlorococcus marinus str. MIT 9215	no rank	root,cellular organisms,Bacteria,Cyanobacteria,Prochlorales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus,Prochlorococcus marinus str. MIT 9215	1,131567,2,1117,1212,1217,1218,1219,93060
1158294	Prevotella sp. 10(H)	species	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. 10(H)	1,131567,2,68336,976,200643,171549,171552,838,1158294
35720	Thielavia terrestris	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Thielavia,Thielavia terrestris	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222544,5139,35718,35719,35720
1500259	Rhizobium sp. YR519	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium,Rhizobium sp. YR519	1,131567,2,1224,28211,356,82115,227290,379,1500259
35725	Macrophomina phaseolina	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetes incertae sedis,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Macrophomina phaseolina	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715962,147541,159987,451869,45131,35724,35725
314254	Oceanicaulis sp. HTCC2633	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Oceanicaulis,Oceanicaulis sp. HTCC2633	1,131567,2,1224,28211,204455,69657,153232,314254
314256	Oceanicola granulosus HTCC2516	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola,Oceanicola granulosus,Oceanicola granulosus HTCC2516	1,131567,2,1224,28211,204455,31989,252301,252302,314256
411459	Ruminococcus obeum ATCC 29174	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus] obeum,Ruminococcus obeum ATCC 29174	1,131567,2,1239,186801,186802,186803,572511,40520,411459
314260	Parvularcula bermudensis HTCC2503	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Parvularculales,Parvularculaceae,Parvularcula,Parvularcula bermudensis,Parvularcula bermudensis HTCC2503	1,131567,2,1224,28211,255473,255474,208215,208216,314260
314262	Roseobacter sp. MED193	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter sp. MED193	1,131567,2,1224,28211,204455,31989,2433,314262
445335	Clostridium botulinum NCTC 2916	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium botulinum,Clostridium botulinum NCTC 2916	1,131567,2,1239,186801,186802,31979,1485,1491,445335
314264	Roseovarius sp. 217	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius sp. 217	1,131567,2,1224,28211,204455,31989,74030,314264
314265	Pelagibaca bermudensis HTCC2601	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pelagibaca,Pelagibaca bermudensis,Pelagibaca bermudensis HTCC2601	1,131567,2,1224,28211,204455,31989,360528,344736,314265
314266	Sphingomonas sp. SKA58	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. SKA58	1,131567,2,1224,28211,204457,41297,13687,314266
232348	Synechococcus sp. CB0101	species	root,cellular organisms,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Synechococcus,Synechococcus sp. CB0101	1,131567,2,1117,1301283,1118,1129,232348
314270	Rhodobacteraceae bacterium HTCC2083	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unclassified Rhodobacteraceae,Rhodobacteraceae bacterium HTCC2083	1,131567,2,1224,28211,204455,31989,58840,314270
314271	Maritimibacter alkaliphilus HTCC2654	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Maritimibacter,Maritimibacter alkaliphilus,Maritimibacter alkaliphilus HTCC2654	1,131567,2,1224,28211,204455,31989,404235,404236,314271
748449	Halobacteroides halobius DSM 5150	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Halobacteroides,Halobacteroides halobius,Halobacteroides halobius DSM 5150	1,131567,2,1239,186801,53433,53434,42417,42422,748449
1158050	Arthrobacter sp. 135MFCol5.1	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Micrococcaceae,Arthrobacter,Arthrobacter sp. 135MFCol5.1	1,131567,2,201174,1760,85003,2037,85006,1268,1663,1158050
314275	Alteromonas macleodii str. 'Deep ecotype'	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,Alteromonas macleodii str. 'Deep ecotype'	1,131567,2,1224,1236,135622,72275,226,28108,314275
1246955	Mycoplasma cynos C142	no rank	root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma cynos,Mycoplasma cynos C142	1,131567,2,544448,31969,2085,2092,2093,171284,1246955
109478	Myotis brandtii	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Vespertilionidae,Myotis,Myotis brandtii	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,9397,30560,9431,9434,109478
35754	Dactylosporangium aurantiacum	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Dactylosporangium,Dactylosporangium aurantiacum	1,131567,2,201174,1760,85003,2037,85008,28056,35753,35754
431943	Clostridium kluyveri DSM 555	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium kluyveri,Clostridium kluyveri DSM 555	1,131567,2,1239,186801,186802,31979,1485,1534,431943
314285	Congregibacter litoralis KT71	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified Gammaproteobacteria,OMG group,OM60 clade,Congregibacter,Congregibacter litoralis,Congregibacter litoralis KT71	1,131567,2,1224,1236,118884,744995,744996,393661,393662,314285
314287	gamma proteobacterium HTCC2207	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified Gammaproteobacteria,OMG group,SAR92 clade,gamma proteobacterium HTCC2207	1,131567,2,1224,1236,118884,744995,745004,314287
35760	Bifidobacterium choerinum	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium choerinum	1,131567,2,201174,1760,85003,85004,31953,1678,35760
1100721	Limnohabitans sp. Rim47	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,Limnohabitans sp. Rim47	1,131567,2,1224,28216,80840,80864,665874,1100721
1280946	Hyphomonas sp. 25B14_1	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,Hyphomonas sp. 25B14_1	1,131567,2,1224,28211,204455,69657,85,1280946
1035187	Streptococcus mitis SK569	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,Streptococcus mitis SK569	1,131567,2,1239,91061,186826,1300,1301,28037,1035187
314292	Photobacterium angustum S14	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium angustum,Photobacterium angustum S14	1,131567,2,1224,1236,135623,641,657,661,314292
412597	Paracoccus sp. TRP	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus sp. TRP	1,131567,2,1224,28211,204455,31989,265,412597
1158607	Enterococcus pallens ATCC BAA-351	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus pallens,Enterococcus pallens ATCC BAA-351	1,131567,2,1239,91061,186826,81852,1350,160454,1158607
1035191	Brevundimonas diminuta 470-4	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas diminuta,Brevundimonas diminuta 470-4	1,131567,2,1224,28211,204458,76892,41275,293,1035191
1280952	Hyphomonas jannaschiana VP2	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,Hyphomonas jannaschiana,Hyphomonas jannaschiana VP2	1,131567,2,1224,28211,204455,69657,85,86,1280952
1035193	Capnocytophaga sp. oral taxon 326 str. F0382	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sp. oral taxon 326,Capnocytophaga sp. oral taxon 326 str. F0382	1,131567,2,68336,976,117743,200644,49546,1016,712212,1035193
1280954	Hyphomonas polymorpha PS728	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,Hyphomonas polymorpha,Hyphomonas polymorpha PS728	1,131567,2,1224,28211,204455,69657,85,74319,1280954
1035195	Corynebacterium durum F0235	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Corynebacteriaceae,Corynebacterium,Corynebacterium durum,Corynebacterium durum F0235	1,131567,2,201174,1760,85003,2037,85007,1653,1716,61592,1035195
1035196	Peptostreptococcus anaerobius VPI 4330 = DSM 2949	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus anaerobius,Peptostreptococcus anaerobius VPI 4330 = DSM 2949	1,131567,2,1239,186801,186802,186804,1257,1261,1035196
