# Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
220664	Pseudomonas protegens Pf-5	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens group,Pseudomonas protegens,Pseudomonas protegens Pf-5	1,131567,2,1224,1236,72274,135621,286,136843,380021,220664
458233	Macrococcus caseolyticus JCSC5402	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Macrococcus caseolyticus,Macrococcus caseolyticus JCSC5402	1,131567,2,1239,91061,1385,90964,69965,69966,458233
220668	Lactobacillus plantarum WCFS1	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,Lactobacillus plantarum WCFS1	1,131567,2,1239,91061,186826,33958,1578,1590,220668
888746	Streptococcus peroris ATCC 700780	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus peroris,Streptococcus peroris ATCC 700780	1,131567,2,1239,91061,186826,1300,1301,68891,888746
1007103	Paenibacillus elgii B69	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus elgii,Paenibacillus elgii B69	1,131567,2,1239,91061,1385,186822,44249,189691,1007103
1007104	Sphingomonas sp. S17	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. S17	1,131567,2,1224,28211,204457,41297,13687,1007104
288000	Bradyrhizobium sp. BTAi1	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. BTAi1	1,131567,2,1224,28211,356,41294,374,288000
351746	Pseudomonas putida F1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida group,Pseudomonas putida,Pseudomonas putida F1	1,131567,2,1224,1236,72274,135621,286,136845,303,351746
859653	alpha proteobacterium HIMB5	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified Alphaproteobacteria,SAR11 cluster,alpha proteobacterium HIMB5	1,131567,2,1224,28211,82117,54526,859653
32264	Tetranychus urticae	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Trombidiformes,Prostigmata,Eleutherengona,Raphignathae,Tetranychoidea,Tetranychidae,Tetranychus,Tetranychus urticae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,6843,6854,6933,6946,83136,6947,83145,188550,83146,32262,32263,32264
859657	Ralstonia solanacearum PSI07	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum,Ralstonia solanacearum PSI07	1,131567,2,1224,28216,80840,119060,48736,305,859657
1358423	Sphingobacterium antarcticus 4BY	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium antarcticum,Sphingobacterium antarcticus 4BY	1,131567,2,68336,976,117747,200666,84566,28453,34086,1358423
876044	gamma proteobacterium IMCC3088	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified Gammaproteobacteria,OMG group,OM60 clade,gamma proteobacterium IMCC3088	1,131567,2,1224,1236,118884,744995,744996,876044
1236494	Prevotella pleuritidis JCM 14110	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella pleuritidis,Prevotella pleuritidis JCM 14110	1,131567,2,68336,976,200643,171549,171552,838,407975,1236494
523791	Kangiella koreensis DSM 16069	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Kangiella,Kangiella koreensis,Kangiella koreensis DSM 16069	1,131567,2,1224,1236,135619,224372,261963,261964,523791
1227352	Paenibacillus sp. FSL R7-277	species	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. FSL R7-277	1,131567,2,1239,91061,1385,186822,44249,1227352
523794	Leptotrichia buccalis C-1013-b	no rank	root,cellular organisms,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia buccalis,Leptotrichia buccalis C-1013-b	1,131567,2,32066,203490,203491,1129771,32067,40542,523794
744979	Ahrensia sp. R2A130	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ahrensia,Ahrensia sp. R2A130	1,131567,2,1224,28211,204455,31989,152180,744979
318996	Bradyrhizobium sp. WSM1743	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. WSM1743	1,131567,2,1224,28211,356,41294,374,318996
1236501	Acetobacter okinawensis JCM 25146	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter okinawensis,Acetobacter okinawensis JCM 25146	1,131567,2,1224,28211,204441,433,434,1076594,1236501
1394175	Bifidobacterium sp. 7101	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium sp. 7101	1,131567,2,201174,1760,85003,85004,31953,1678,1394175
1236504	Prevotella histicola JCM 15637 = DNF00424	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella histicola,Prevotella histicola JCM 15637 = DNF00424	1,131567,2,68336,976,200643,171549,171552,838,470565,1236504
744985	alpha proteobacterium HIMB59	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified Alphaproteobacteria,SAR11 cluster,alpha proteobacterium HIMB59	1,131567,2,1224,28211,82117,54526,744985
319003	Bradyrhizobium sp. WSM1253	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. WSM1253	1,131567,2,1224,28211,356,41294,374,319003
1236508	Prevotella aurantiaca JCM 15754	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella aurantiaca,Prevotella aurantiaca JCM 15754	1,131567,2,68336,976,200643,171549,171552,838,596085,1236508
545276	Thioalkalivibrio sp. ALJ24	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio sp. ALJ24	1,131567,2,1224,1236,135613,72276,106633,545276
751944	Halobacterium sp. DL1	species	root,cellular organisms,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium sp. DL1	1,131567,2157,28890,183963,2235,2236,2239,751944
515618	Candidatus Riesia pediculicola USDA	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Candidatus Riesia,Candidatus Riesia pediculicola,Candidatus Riesia pediculicola USDA	1,131567,2,1224,1236,91347,543,401618,401619,515618
40483	Fomitopsis pinicola	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Coriolaceae,Fomitopsis,Fomitopsis pinicola	1,131567,2759,33154,4751,451864,5204,5302,155619,355688,5303,83233,34474,40483
515620	[Eubacterium] eligens ATCC 27750	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,[Eubacterium] eligens,[Eubacterium] eligens ATCC 27750	1,131567,2,1239,186801,186802,186806,1730,39485,515620
509190	Caulobacter segnis ATCC 21756	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter segnis,Caulobacter segnis ATCC 21756	1,131567,2,1224,28211,204458,76892,75,88688,509190
515622	Butyrivibrio proteoclasticus B316	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Butyrivibrio proteoclasticus,Butyrivibrio proteoclasticus B316	1,131567,2,1239,186801,186802,186803,830,43305,515622
7719	Ciona intestinalis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Tunicata,Ascidiacea,Enterogona,Phlebobranchia,Cionidae,Ciona,Ciona intestinalis	1,131567,2759,33154,33208,6072,33213,33511,7711,7712,7713,183770,7716,7717,7718,7719
509191	Acetivibrio cellulolyticus CD2	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetivibrio,Acetivibrio cellulolyticus,Acetivibrio cellulolyticus CD2	1,131567,2,1239,186801,186802,541000,35829,35830,509191
40492	Stereum hirsutum	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Russulales,Stereaceae,Stereum,Stereum hirsutum	1,131567,2759,33154,4751,451864,5204,5302,155619,355688,452342,103376,5644,40492
1072685	Basilea psittacipulmonis DSM 24701	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Basilea,Basilea psittacipulmonis,Basilea psittacipulmonis DSM 24701	1,131567,2,1224,28216,80840,506,1472344,1472345,1072685
65071	Pythium ultimum	species	root,cellular organisms,Eukaryota,Stramenopiles,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium ultimum	1,131567,2759,33634,4762,121069,4782,4797,65071
1416752	Microbacterium paraoxydans DH1b	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Microbacteriaceae,Microbacterium,Microbacterium paraoxydans,Microbacterium paraoxydans DH1b	1,131567,2,201174,1760,85003,2037,85006,85023,33882,199592,1416752
1166948	Halomonas xinjiangensis	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas xinjiangensis	1,131567,2,1224,1236,135619,28256,2745,1166948
515635	Dictyoglomus turgidum DSM 6724	no rank	root,cellular organisms,Bacteria,Dictyoglomi,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus,Dictyoglomus turgidum,Dictyoglomus turgidum DSM 6724	1,131567,2,68297,203486,203487,203488,13,513050,515635
1296990	Gluconacetobacter xylinus E25	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter,Komagataeibacter xylinus,Gluconacetobacter xylinus E25	1,131567,2,1224,28211,204441,433,1434011,28448,1296990
745014	gamma proteobacterium HIMB55	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified Gammaproteobacteria,OMG group,OM60 clade,gamma proteobacterium HIMB55	1,131567,2,1224,1236,118884,744995,744996,745014
1416759	Leifsonia aquatica H1aii	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Microbacteriaceae,Leifsonia,Leifsonia aquatica,Leifsonia aquatica H1aii	1,131567,2,201174,1760,85003,2037,85006,85023,110932,144185,1416759
1416760	Myroides odoratimimus H1bi	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides odoratimimus,Myroides odoratimimus H1bi	1,131567,2,68336,976,117743,200644,49546,76831,76832,1416760
1454004	Candidatus Accumulibacter sp. BA-93	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,unclassified Betaproteobacteria,Candidatus Accumulibacter,Candidatus Accumulibacter sp. BA-93	1,131567,2,1224,28216,119066,327159,1454004
48698	Poecilia formosa	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata,Acanthomorphata,Euacanthomorphacea,Percomorphaceae,Ovalentaria,Atherinomorphae,Cyprinodontiformes,Cyprinodontoidei,Poeciliidae,Poeciliinae,Poecilia,Poecilia formosa	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,1489388,123365,123366,123367,123368,123369,1489872,1489908,1489913,28738,8087,8079,586240,8080,48698
7739	Branchiostoma floridae	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Cephalochordata,Branchiostomidae,Branchiostoma,Branchiostoma floridae	1,131567,2759,33154,33208,6072,33213,33511,7711,7735,7736,7737,7739
867900	Cellulophaga lytica DSM 7489	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga lytica,Cellulophaga lytica DSM 7489	1,131567,2,68336,976,117743,200644,49546,104264,979,867900
1236541	Shewanella haliotis JCM 14758	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella haliotis,Shewanella haliotis JCM 14758	1,131567,2,1224,1236,135622,267890,22,418642,1236541
867902	Ornithobacterium rhinotracheale DSM 15997	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ornithobacterium,Ornithobacterium rhinotracheale,Ornithobacterium rhinotracheale DSM 15997	1,131567,2,68336,976,117743,200644,49546,28250,28251,867902
867903	Thermaerobacter subterraneus DSM 13965	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales incertae sedis,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,Thermaerobacter subterraneus,Thermaerobacter subterraneus DSM 13965	1,131567,2,1239,186801,186802,538999,539000,73918,175696,867903
523841	Haloferax mediterranei ATCC 33500	no rank	root,cellular organisms,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloferax,Haloferax mediterranei,Haloferax mediterranei ATCC 33500	1,131567,2157,28890,183963,2235,2236,2251,2252,523841
196162	Nocardioides sp. JS614	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Propionibacterineae,Nocardioidaceae,Nocardioides,Nocardioides sp. JS614	1,131567,2,201174,1760,85003,2037,85009,85015,1839,196162
1121859	Echinicola pacifica DSM 19836	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Echinicola,Echinicola pacifica,Echinicola pacifica DSM 19836	1,131567,2,68336,976,768503,768507,563798,390846,346377,1121859
196164	Corynebacterium efficiens YS-314	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Corynebacteriaceae,Corynebacterium,Corynebacterium efficiens,Corynebacterium efficiens YS-314	1,131567,2,201174,1760,85003,2037,85007,1653,1716,152794,196164
65093	Halothece sp. PCC 7418	species	root,cellular organisms,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Halothece cluster,Halothece,Halothece sp. PCC 7418	1,131567,2,1117,1301283,1118,92682,76023,65093
941639	Bacillus coagulans 2-6	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus coagulans,Bacillus coagulans 2-6	1,131567,2,1239,91061,1385,186817,1386,1398,941639
1121864	Enterococcus cecorum DSM 20682 = ATCC 43198	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus cecorum,Enterococcus cecorum DSM 20682 = ATCC 43198	1,131567,2,1239,91061,186826,81852,1350,44008,1121864
1121865	Enterococcus columbae DSM 7374 = ATCC 51263	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus columbae,Enterococcus columbae DSM 7374 = ATCC 51263	1,131567,2,1239,91061,186826,81852,1350,1355,1121865
523850	Thermococcus onnurineus NA1	no rank	root,cellular organisms,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus onnurineus,Thermococcus onnurineus NA1	1,131567,2157,28890,183968,2258,2259,2263,342948,523850
1220535	alpha proteobacterium IMCC14465	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified Alphaproteobacteria,unclassified Alphaproteobacteria (miscellaneous),alpha proteobacterium IMCC14465	1,131567,2,1224,28211,82117,33807,1220535
1121870	Epilithonimonas tenax DSM 16811	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Epilithonimonas,Epilithonimonas tenax,Epilithonimonas tenax DSM 16811	1,131567,2,68336,976,117743,200644,49546,358033,191577,1121870
1121871	Eremococcus coleocola DSM 15696	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Eremococcus,Eremococcus coleocola,Eremococcus coleocola DSM 15696	1,131567,2,1239,91061,186826,186827,171412,88132,1121871
1121874	Erysipelothrix tonsillarum DSM 14972	no rank	root,cellular organisms,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,Erysipelothrix tonsillarum,Erysipelothrix tonsillarum DSM 14972	1,131567,2,1239,526524,526525,128827,1647,38402,1121874
1121875	Eudoraea adriatica DSM 19308	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Eudoraea,Eudoraea adriatica,Eudoraea adriatica DSM 19308	1,131567,2,68336,976,117743,200644,49546,446680,446681,1121875
99598	Calothrix sp. PCC 7507	species	root,cellular organisms,Bacteria,Cyanobacteria,Nostocales,Rivulariaceae,Calothrix,Calothrix sp. PCC 7507	1,131567,2,1117,1161,1185,1186,99598
1121878	Ferrimonas futtsuensis DSM 18154	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas,Ferrimonas futtsuensis,Ferrimonas futtsuensis DSM 18154	1,131567,2,1224,1236,135622,267892,44011,364764,1121878
1064535	Megasphaera elsdenii DSM 20460	no rank	root,cellular organisms,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,Megasphaera elsdenii DSM 20460	1,131567,2,1239,909932,909929,31977,906,907,1064535
936548	Actinomyces sp. ICM47	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Actinomycineae,Actinomycetaceae,Actinomyces,Actinomyces sp. ICM47	1,131567,2,201174,1760,85003,2037,85005,2049,1654,936548
1179226	Staphylococcus lentus F1142	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lentus,Staphylococcus lentus F1142	1,131567,2,1239,91061,1385,90964,1279,42858,1179226
